Nom,adresse,Code postal,Ville,Téléphone,Email,Site web,Texte complémentaire Codelico,Liste de catégories,Type,Pays,urlImg
Centre hospitalier général de haguenau - pass - permanence d'accès aux soins,64 avenue du professeur leriche,67500,Haguenau,03 88 06 36 94,,Http://www.ch-haguenau.fr,"Permet l’accueil, l’écoute et l’orientation des personnes en situation de précarité, qui rencontrent des difficultés pour accéder aux soins et/ou qui ont des problèmes de couverture sociale. l’accueil des personnes dans le cadre de la pass, se fait dans le bureau de l’assistant de service social qui reçoit la personne. tout public ayant des difficultés d’accès aux soins. une permanence téléphonique est assurée du lundi au vendredi pour répondre aux demandes ainsi qu’aux personnes qui se présentent.","Santé, accueil et service médicalisés, accès aux soins",Association,Fr,
Centre hospitalier intercom. de la lauter,24 route de weiler,67100,Wissembourg,03 88 54 11 11,Maternite@ch-wissembourg.fr,Http://www.ch-wissembourg.fr,Cpef - centre de planification et d’education familiale - tél. 03 88 54 11 27 (=secrétariat de gynécologie). le dépistage sida et ist pour les mineurs peut être effectué dans le cadre du planning familial (voir la rubrique). il est alors anonyme et gratuit. conseillère conjugale le mardi de 14h à 16h30 sur rdv,Accueil et service médicalisés/ planning familial,Association,Fr,
Centre hospitalier intercom. de la lauter,24 route de weiler,67100,Wissembourg,03 88 54 11 16,Csapa@ch-wissembourg.fr,Http://www.ch-wissembourg.fr,"Alcoologie, tabacologie, cannabis, autres drogues ou dépendance sans substance. initialisation à la méthadone. réduction des risques (échanges de seringues, dépistage anonyme et gratuit vih hépatites. consultation aile mère enfant 2e étage. possibilité de programme thérapeutique de sevrage, avec hospitalisation si besoin,suivi ambulatoire. consultations jeunes consommateurs. prévention. tout public. lundi à vendredi de 9h à 17h sur rdv. permanence d'accueil le samedi de 9h à 12h, et le mardi après-midi au lycée de wissembourg",Accueil et service médicalisés / addictologie,Groupe gouvernemental,Fr,
Centre hospitalier intercommunal de la lauter,24 route de weiler,67000,Strasbourg,03 88 54 11 11,Maternite@ch-wissembourg.fr,Http://www.ch-wissembourg.fr,"Dépistage sida et ist en consultations externes, du lundi au vendredi, de 9h à 11h. dans le cadre de consultations normales. pas de gratuité ni d'anonymat. le dépistage sida et ist pour les mineurs peut être effectué dans le cadre du planning familial (voir la rubrique). il est alors anonyme et gratuit. (non actualisé)",Accueil et service médicalisés / dépistage gratuit sida et ist,Association,Fr,
Centre intercommunal d’action sociale du pays de niederbronn les bains,5 place du bureau centra,67100,Niederbronn-bains,03 88 05 86 50,Ciascmb@ccpaysniederbronn.fr,Http://www.ccpaysniederbronn.fr,"Epicerie sociale intercommunale ""la fraternelle"", et ateliers pédagogiques. située 13 rue d'uttenhoffen à gundershoffen. tél. : 03 88 05 99 35 admission sur dossier présenté par un travailleur social. communauté de communes du pays de niederbronn-les-bains. mardi et jeudi de 14h à 16h sur rdv.","Vie quotidienne, alimentation, épicerie solidaire",Groupe gouvernemental,Fr,
Centre médico social bourse - esplanade,15 rue de genève –,67000,Strasbourg,03 68 98 51 40,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social gare - porte de schirmeck,31-33 rue kageneck,67000,Strasbourg,03 68 98 51 45,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social république - tribunal,1 petite rue de la fonderie,67000,Strasbourg,03 88 15 77 50,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social de cronenbourg,27 rue de herschel,67000,Strasbourg,03 88 10 40 40,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social de koennigshoffen,12 rue de l'engelbreit,67000,Strasbourg,03 88 26 70 00,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social de neudorf,32 rue de rathsamhausen (place du marché),67000,Strasbourg,03 68 98 51 50,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre médico social de neuhof,16 rue de l'indre,67000,Strasbourg,03 90 40 44 00,,,,Centre médico social,Groupe gouvernemental,Fr,
Centre d'information sur les droits des femmes et des familles du bas-rhin - cidff 67,1 rue de la vieille ile,67500,Haguenau,03 88 32 03 22,Haguenau@cidff67.fr,Www.cidff67.fr,"Permanence d’accès au droit. conseil conjugal et familial, médiation familiale. tout public, en particulier les femmes et les familles. haguenau, bischwiller, wissembourg. sur rdv.","Insertion, accompagnement social, accès aux droits",Groupe gouvernemental,Fr,
Centre d'information sur les droits des femmes et des familles du bas-rhin - cidff 67,24 rue du 22 novembre,67000,Strasbourg,03 88 32 03 22,Strasbourg@cidff67.fr,Www.cidff67.fr,"Permanence d’accès au droit. secteur strasbourg - eurométropole. a sélestat à la maison de la citoyenneté, à bischwiller à la maison des services, à haguenau au cidff1 rue de la vieille ile, à saverne 17 rue de ruth, à schirmeck à la maison de la vallée. droit de la famille. a schirmeck, information familiale. tout public, en particulier les femmes et les familles. sur rdv.","Insertion, accompagnement social, accès aux droits",Association,Fr,
Centre d'information sur les droits des femmes et des familles du bas-rhin - cidff 67,24 rue du 22 novembre,67000,Strasbourg,03 88 32 03 22,Strasbourg@cidff67.fr,Www.cidff67.fr,Insertion professionnelle : accompagnement lié à l’emploi. insertion sociale : accompagnement socioprofessionnel. atelier cv. tout public. sur rdv. lundi : 9h-11h. mardi et mercredi : 9h-12h / 14h-17h. jeudi : 9h-17h. vendredi : 9h-12h. (non actualisé),"Insertion, accompagnement social, accompagnement social",Association,Fr,
Centre d'information sur les droits des femmes et des familles du bas-rhin - cidff 67 antenne de haguenau,1 rue de la vieille ile,67500,Haguenau,03 88 32 03 22,Haguenau@cidff67.fr,Www.cidff67.fr,"Insertion professionnelle : prestation activ'projet sur prescription de pôle emploi. insertion sociale : accompagnement social, rsa, atelier passerelle rsa. sur prescription. personnes allocataires du rsa. alsace du nord. du lundi au vendredi : 8h30-12h. (non actualisé","Insertion, accompagnement social, accompagnement social",Groupe gouvernemental,Fr,
Centre d'examens de santé de colmar,5 avenue de la liberté,67600,Sélestat,03 88 92 34 68,,,Antenne de sélestat. du lundi au vendredi 8h-16h30. (non actualisé),"Santé, accueil et service médicalisés, bilan de santé",Association,Fr,
Centre de santé médical et dentaire de strasbourg - mgen,4 place du pont aux chat,67000,Strasbourg,03 88 21 14 60,Consultation642@mgen.fr,Https://www.mgen.fr/cmdstrasbourg,"Centre conventionné avec la caisse primaire du bas-rhin. contact :tél. 03 88 21 14 68. bilandesantestrasbourg@mgen.fr examens de santé gratuits prévus pour tous les assurés sociaux et leurs ayants droits. sans dépassement d’honoraire - sans avance de frais (tiers-payant avec carte vitale). consultations en chirurgie dentaire, implantologie, orthodontie, médecine générale / spécialisée : cardiologie, dermatologie, endocrinologie, gastro-entérologie hépatologie-cancérologie, gynécologie obstétrique ménopause, orl, pneumologie, psychiatrie et urologie. ouvert à tous les assurés sociaux. sur rdv du lundi au vendredi à partir de 7h30. prendre rdv en ligne : https://www.mgen.fr/cmdstrasbourg","Santé, accueil et service médicalisés, bilan de santé",Association,Fr,
Centre de santé médical et dentaire de strasbourg - mgen,Idem,67000,Strasbourg,,,,"Cabinet dentaire. service dentaire composé de 8 chirurgiens-dentistes, 2 orthodontistes et 3 implantologues. sans dépassement d’honoraire - sans avance de frais (tiers-payant avec carte vitale). contact : tél. : 03 88 14 18 38 mail : dentairestrasbourg@mgen.fr ouvert à tous les assurés sociaux. sur rdv du lundi au vendredi 7h30 - 19h30. le samedi 7h30 - 13h30. prendre rdv en ligne : https://www.mgen.fr/cmdstrasbourg","Santé, accueil et service médicalisés, soins dentaires",Groupe gouvernemental,Fr,
Centre hospitalier de erstein cmp pinelequipe mobile psychiatrie précarité,2 rue schrag,67100,Strasbourg,03 88 10 12 01,Equipemobile.pinel@ch-erstein.fr / psychiatrie.precarite@ch-erstein.,Http://www.ch-erstein.fr,"Unité de coordination et d’accueil des personnes en situation de grande précarité, sans domicile (personnes à la rue ou accueillies en foyer d’urgence) souffrant de pathologies psychiques. equipe pluridisciplinaire : médecins, psychologue, infirmiers, assistante sociale, secrétaires. strasbourg sud eurométropole. permanence téléphonique du lundi au vendredi 9h à 12h - 13h à 17h. (non actualisé)","Santé, accueil et service médicalisés, psychiatrie",Groupe gouvernemental,Fr,
Chez victor,19 rue des frères,67000,Strasbourg,,,,Du lundi au samedi : 11h-15h,"Carillon, pain, toilettes, robinet, sos, internet, téléphone, batterie, monnaie, repas",Entreprise,Fr,
Cimade délégation de strasbourg,2 rue brûlée,67000,Strasbourg,03 88 36 94 56,Strasbourg@lacimade.org,Http://www.lacimade.org/regions/alsace-lorraine,"Pré-accueil : information, orientation, sana rdv. accompagnement juridique et administratif des personnes étrangères. permanences d’accueil, sur rdv : accueil, rédactions de recours, aide à la constitution de dossiers, interventions auprès des administrations, interventions en maison d’arrêt. pré-accueil : mardi de 9h00 à 11h30 . permanences d’accueil : sur rdv le lundi de 14h à 17h, mercredi et vendredi de 9h à 12h. pas de domiciliation.","Insertion, accompagnement social, accompagnement social",Association,Fr,
Citeasen,22 rue fischart,67000,Strasbourg,,,,"Du lundi au vendredi, 9h-12h, 14h-18h","Carillon, internet, sos, robinet, batterie, téléphone, lettres, impression, micro-ondes",Entreprise,Fr,
Club des jeunes l'étage,19 quai des bateliers,67000,Strasbourg,03 88 35 70 76,Alt - ass. de lutte contre la toxicomanie,,,Hébergement de stabilisation,Association,Fr,
Club des jeunes l'étage,19 quai des bateliers,67000,Strasbourg,03 88 35 70 76,Accueil@etage.fr,Http://www.etage.fr,"Domiciliation possible, en fonction de la situation, sur présentation à la permanence d'accueil : du lundi au vendredi 9h - 12h et 13h30 - 17h. jeunes de 18 à moins de 25 ans uniquement. remise du courrier sur présentation de la cni du lundi au vendredi de 8h45 à 20h sauf jeudi après-midi, le dimanche de 10h à 16h","Insertion, accompagnement social, domiciliation",Association,Fr,
Club des jeunes l'étage,19 quai des bateliers,67000,Strasbourg,03 88 35 70 76,Accueil@etage.fr,Http://www.etage.fr,Un espace petite enfance est prévu au courant de l’année 2018. date et coordonnées à définir.,Mini-crèche sociale,Association,Fr,
Club des jeunes l'étage,19 quai des bateliers,67000,Strasbourg,03 88 35 70 76,Accueil@etage.fr,Http://www.etage.fr,"20 logements éclatés chez des bailleurs privés ou sociaux. accompagnement social lié au logement (bonne occupation du logement et recherche d’un logement autonome). candidature à adresser au siao. toute composition familiale, selon disponibilités. le ménage ou la personne doit être en capacité d’occuper un logement sans présence éducative sur place et de payer le loyer et autres frais liés au logemt.dispositif iobel. 50 logements autonomes dans le parc privé. en partenariat avec le home protestant et entraide le relais. accompagnement social global des personnes dans la recherche et l'occupation du logement. possibilité de faire glisser le bail. - pas de demande directe. candidature à adresser soit à la ville de strasbourg, soit au conseil départemental, soit à la ddcs, en fonction de la nature du référent d'envoi. personnes en logement insalubre ou inadapté, personnes menacées d'expulsion, logées à l'hôtel, sortant de service d'hébergement, hébergées chez des tiers, quelle que soit la composition familiale et disposant de ressources permettant de supporter une redevance locative au réel, en capacité d’occuper un logement de façon autonome, mais ayant besoin d’un accompagnement social","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//logement d'insertion - a bail glissant - intermédiation locative",Association,Fr,
Club des jeunes l'étage,19 quai des bateliers,67000,Strasbourg,03 88 35 70 76,Accueil@etage.fr,Http://www.etage.fr,"Restauration collective (entrée, plat, dessert), menu unique servi à table. menu disponible sur le site internet. repas : 1,50 € pour les moins de 25 ans. carte de 10 repas :10 € 2,50 € pour les plus de 25 ans. carte de 10 repas : 20 € petit déjeuner : 0,50€ pour les moins de 25 ans / 1€ pour les autres. repas et petit déjeuner gratuits pour les enfants de moins de 13 ans. jeunes de moins de 25 ans prioritairement, mais ouvert à tout public. petit déjeuner : du lundi au vendredi de 8h45 à 10h30. repas : du lundi au vendredi de 12h à 14h (repas servis jusqu'à 13h30) et de 18h à 20h (repas servis jusqu'à 19h30). dimanche : uniquement le midi (repas servis de 12h à 13h30). le temps des travaux de réhabilitation de ses locaux situés au 19 quai des bateliers, le service social, l’accueil de jour et le restaurant social de l’etage déménagent, juste derrière, dans un bâtiment provisoire sur la place sainte-madeleine.","Vie quotidienne, alimentation, restauration",Association,Fr,
Club des jeunes l'étage,Idem,67000,Strasbourg,,,,"Accueil individualisé avec possibilité d'accompagnement, prévention spécialisée. accès au cybercafé c@fet. espace de vie sociale proposant des actions collectives régulières, programme sur le site de l'etage. tout public, mais jeunes de moins de 25 ans prioritairement. accueil de jour 8h45 - 20h du lundi au vendredi, sauf jeudi après-midi. de 10h à 16h le dimanche. le temps des travaux de réhabilitation de ses locaux situés au 19 quai des bateliers, le service social, l’accueil de jour et le restaurant social de l’etage déménagent, juste derrière, dans un bâtiment provisoire sur la place sainte-madeleine",Lieu d'accueil et d'orientation,Association,Fr,
Club des jeunes l'étage,Idem,67000,Strasbourg,,,,"Capacité : 29 places. hébergement de type regroupé et diffus. pas de candidature directe. candidature à envoyer au siao. participation financière selon ressources. public : hommes, femmes, couples, femmes enceintes et/ou parents ayant des enfants en bas âge, familles, avec une attention particulière aux jeunes de 18 à 25 ans et aux jeunes familles.","Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale",Association,Fr,
